Tipo de jornada	Ocupación	Decil	Periodo	Total
Total	3 Técnicos; profesionales de apoyo	4	2015	1.316,6
Total	3 Técnicos; profesionales de apoyo	4	2014	1.313,8
Total	3 Técnicos; profesionales de apoyo	4	2013	1.317,7
Total	3 Técnicos; profesionales de apoyo	4	2012	1.321,2
Total	3 Técnicos; profesionales de apoyo	4	2011	1.303,2
Total	3 Técnicos; profesionales de apoyo	5	2024	1.892,7
Total	3 Técnicos; profesionales de apoyo	5	2023	1.835,5
Total	3 Técnicos; profesionales de apoyo	5	2022	1.705,9
Total	3 Técnicos; profesionales de apoyo	5	2021	1.655,5
Total	3 Técnicos; profesionales de apoyo	5	2020	1.610,2
Total	3 Técnicos; profesionales de apoyo	5	2019	1.596,7
Total	3 Técnicos; profesionales de apoyo	5	2018	1.543,1
Total	3 Técnicos; profesionales de apoyo	5	2017	1.501,3
Total	3 Técnicos; profesionales de apoyo	5	2016	1.508,9
Total	3 Técnicos; profesionales de apoyo	5	2015	1.504,7
Total	3 Técnicos; profesionales de apoyo	5	2014	1.504,9
Total	3 Técnicos; profesionales de apoyo	5	2013	1.511,9
Total	3 Técnicos; profesionales de apoyo	5	2012	1.498
Total	3 Técnicos; profesionales de apoyo	5	2011	1.489,8
Total	3 Técnicos; profesionales de apoyo	6	2024	2.138,3
Total	3 Técnicos; profesionales de apoyo	6	2023	2.067,9
Total	3 Técnicos; profesionales de apoyo	6	2022	1.914,8
Total	3 Técnicos; profesionales de apoyo	6	2021	1.866
Total	3 Técnicos; profesionales de apoyo	6	2020	1.822,2
Total	3 Técnicos; profesionales de apoyo	6	2019	1.802,6
Total	3 Técnicos; profesionales de apoyo	6	2018	1.759,9
Total	3 Técnicos; profesionales de apoyo	6	2017	1.699,4
Total	3 Técnicos; profesionales de apoyo	6	2016	1.704,1
Total	3 Técnicos; profesionales de apoyo	6	2015	1.708,6
Total	3 Técnicos; profesionales de apoyo	6	2014	1.726,2
Total	3 Técnicos; profesionales de apoyo	6	2013	1.714,4
Total	3 Técnicos; profesionales de apoyo	6	2012	1.695,3
Total	3 Técnicos; profesionales de apoyo	6	2011	1.682,3
Total	3 Técnicos; profesionales de apoyo	7	2024	2.453,7
Total	3 Técnicos; profesionales de apoyo	7	2023	2.368,2
Total	3 Técnicos; profesionales de apoyo	7	2022	2.191,2
Total	3 Técnicos; profesionales de apoyo	7	2021	2.152,9
Total	3 Técnicos; profesionales de apoyo	7	2020	2.114,1
Total	3 Técnicos; profesionales de apoyo	7	2019	2.053,1
Total	3 Técnicos; profesionales de apoyo	7	2018	2.021,2
Total	3 Técnicos; profesionales de apoyo	7	2017	1.984
Total	3 Técnicos; profesionales de apoyo	7	2016	1.975,5
Total	3 Técnicos; profesionales de apoyo	7	2015	1.970,6
Total	3 Técnicos; profesionales de apoyo	7	2014	2.002,4
Total	3 Técnicos; profesionales de apoyo	7	2013	1.982,5
Total	3 Técnicos; profesionales de apoyo	7	2012	1.946,2
Total	3 Técnicos; profesionales de apoyo	7	2011	1.936,7
Total	3 Técnicos; profesionales de apoyo	8	2024	2.908,8
Total	3 Técnicos; profesionales de apoyo	8	2023	2.765,4
Total	3 Técnicos; profesionales de apoyo	8	2022	2.582,8
Total	3 Técnicos; profesionales de apoyo	8	2021	2.541,3
Total	3 Técnicos; profesionales de apoyo	8	2020	2.541,5
Total	3 Técnicos; profesionales de apoyo	8	2019	2.431
Total	3 Técnicos; profesionales de apoyo	8	2018	2.418,8
Total	3 Técnicos; profesionales de apoyo	8	2017	2.376,1
Total	3 Técnicos; profesionales de apoyo	8	2016	2.352,1
Total	3 Técnicos; profesionales de apoyo	8	2015	2.359,7
Total	3 Técnicos; profesionales de apoyo	8	2014	2.384
Total	3 Técnicos; profesionales de apoyo	8	2013	2.359,6
Total	3 Técnicos; profesionales de apoyo	8	2012	2.304,8
Total	3 Técnicos; profesionales de apoyo	8	2011	2.292,5
Total	3 Técnicos; profesionales de apoyo	9	2024	3.575,8
Total	3 Técnicos; profesionales de apoyo	9	2023	3.397,4
Total	3 Técnicos; profesionales de apoyo	9	2022	3.198
Total	3 Técnicos; profesionales de apoyo	9	2021	3.152,5
Total	3 Técnicos; profesionales de apoyo	9	2020	3.174,3
Total	3 Técnicos; profesionales de apoyo	9	2019	3.036,4
Total	3 Técnicos; profesionales de apoyo	9	2018	3.023
Total	3 Técnicos; profesionales de apoyo	9	2017	2.956,1
Total	3 Técnicos; profesionales de apoyo	9	2016	2.917,8
Total	3 Técnicos; profesionales de apoyo	9	2015	2.951,9
Total	3 Técnicos; profesionales de apoyo	9	2014	2.957,7
Total	3 Técnicos; profesionales de apoyo	9	2013	2.920
Total	3 Técnicos; profesionales de apoyo	9	2012	2.843,3
Total	3 Técnicos; profesionales de apoyo	9	2011	2.831,6
Total	3 Técnicos; profesionales de apoyo	10	2024	5.409,5
Total	3 Técnicos; profesionales de apoyo	10	2023	5.098
Total	3 Técnicos; profesionales de apoyo	10	2022	4.629,3
Total	3 Técnicos; profesionales de apoyo	10	2021	4.642,4
Total	3 Técnicos; profesionales de apoyo	10	2020	4.712
Total	3 Técnicos; profesionales de apoyo	10	2019	4.554,3
Total	3 Técnicos; profesionales de apoyo	10	2018	4.510,7
Total	3 Técnicos; profesionales de apoyo	10	2017	4.492,9
Total	3 Técnicos; profesionales de apoyo	10	2016	4.457,3
Total	3 Técnicos; profesionales de apoyo	10	2015	4.482,4
Total	3 Técnicos; profesionales de apoyo	10	2014	4.444,8
Total	3 Técnicos; profesionales de apoyo	10	2013	4.340,7
Total	3 Técnicos; profesionales de apoyo	10	2012	4.313,7
Total	3 Técnicos; profesionales de apoyo	10	2011	4.309,2
Total	4 Empleados contables, administrativos y otros empleados de oficina	Total	2024	2.143,5
Total	4 Empleados contables, administrativos y otros empleados de oficina	Total	2023	2.076,7
Total	4 Empleados contables, administrativos y otros empleados de oficina	Total	2022	1.960,9
Total	4 Empleados contables, administrativos y otros empleados de oficina	Total	2021	1.895,7
Total	4 Empleados contables, administrativos y otros empleados de oficina	Total	2020	1.851,3
Total	4 Empleados contables, administrativos y otros empleados de oficina	Total	2019	1.841
Total	4 Empleados contables, administrativos y otros empleados de oficina	Total	2018	1.813,4
Total	4 Empleados contables, administrativos y otros empleados de oficina	Total	2017	1.801,5
Total	4 Empleados contables, administrativos y otros empleados de oficina	Total	2016	1.769,9
Total	4 Empleados contables, administrativos y otros empleados de oficina	Total	2015	1.787,1
Total	4 Empleados contables, administrativos y otros empleados de oficina	Total	2014	1.814,8
Total	4 Empleados contables, administrativos y otros empleados de oficina	Total	2013	1.786,3
Total	4 Empleados contables, administrativos y otros empleados de oficina	Total	2012	1.778,5
Total	4 Empleados contables, administrativos y otros empleados de oficina	Total	2011	1.771,7
Total	4 Empleados contables, administrativos y otros empleados de oficina	1	2024	817,1
Total	4 Empleados contables, administrativos y otros empleados de oficina	1	2023	763,6
Total	4 Empleados contables, administrativos y otros empleados de oficina	1	2022	750,6
Total	4 Empleados contables, administrativos y otros empleados de oficina	1	2021	667
Total	4 Empleados contables, administrativos y otros empleados de oficina	1	2020	629,2
Total	4 Empleados contables, administrativos y otros empleados de oficina	1	2019	636,2
Total	4 Empleados contables, administrativos y otros empleados de oficina	1	2018	566,9
Total	4 Empleados contables, administrativos y otros empleados de oficina	1	2017	533,7
Total	4 Empleados contables, administrativos y otros empleados de oficina	1	2016	536,4
Total	4 Empleados contables, administrativos y otros empleados de oficina	1	2015	497,6
Total	4 Empleados contables, administrativos y otros empleados de oficina	1	2014	483,8
Total	4 Empleados contables, administrativos y otros empleados de oficina	1	2013	479,5
Total	4 Empleados contables, administrativos y otros empleados de oficina	1	2012	494,9
Total	4 Empleados contables, administrativos y otros empleados de oficina	1	2011	550,1
Total	4 Empleados contables, administrativos y otros empleados de oficina	2	2024	1.267,3
Total	4 Empleados contables, administrativos y otros empleados de oficina	2	2023	1.213
Total	4 Empleados contables, administrativos y otros empleados de oficina	2	2022	1.130
Total	4 Empleados contables, administrativos y otros empleados de oficina	2	2021	1.029,2
Total	4 Empleados contables, administrativos y otros empleados de oficina	2	2020	1.002,3
Total	4 Empleados contables, administrativos y otros empleados de oficina	2	2019	995,6
Total	4 Empleados contables, administrativos y otros empleados de oficina	2	2018	909,4
Total	4 Empleados contables, administrativos y otros empleados de oficina	2	2017	859
Total	4 Empleados contables, administrativos y otros empleados de oficina	2	2016	850,5
Total	4 Empleados contables, administrativos y otros empleados de oficina	2	2015	827,3
Total	4 Empleados contables, administrativos y otros empleados de oficina	2	2014	814,6
Total	4 Empleados contables, administrativos y otros empleados de oficina	2	2013	823,5
Total	4 Empleados contables, administrativos y otros empleados de oficina	2	2012	833,3
Total	4 Empleados contables, administrativos y otros empleados de oficina	2	2011	869,6
Total	4 Empleados contables, administrativos y otros empleados de oficina	3	2024	1.487
Total	4 Empleados contables, administrativos y otros empleados de oficina	3	2023	1.435,4
Total	4 Empleados contables, administrativos y otros empleados de oficina	3	2022	1.336,5
Total	4 Empleados contables, administrativos y otros empleados de oficina	3	2021	1.254,8
Total	4 Empleados contables, administrativos y otros empleados de oficina	3	2020	1.234
Total	4 Empleados contables, administrativos y otros empleados de oficina	3	2019	1.217,7
Total	4 Empleados contables, administrativos y otros empleados de oficina	3	2018	1.155
Total	4 Empleados contables, administrativos y otros empleados de oficina	3	2017	1.119,2
Total	4 Empleados contables, administrativos y otros empleados de oficina	3	2016	1.120,9
Total	4 Empleados contables, administrativos y otros empleados de oficina	3	2015	1.097,5
Total	4 Empleados contables, administrativos y otros empleados de oficina	3	2014	1.100,6
Total	4 Empleados contables, administrativos y otros empleados de oficina	3	2013	1.101,9
Total	4 Empleados contables, administrativos y otros empleados de oficina	3	2012	1.112,4
Total	4 Empleados contables, administrativos y otros empleados de oficina	3	2011	1.134,1
Total	4 Empleados contables, administrativos y otros empleados de oficina	4	2024	1.685,4
Total	4 Empleados contables, administrativos y otros empleados de oficina	4	2023	1.639
Total	4 Empleados contables, administrativos y otros empleados de oficina	4	2022	1.526,7
Total	4 Empleados contables, administrativos y otros empleados de oficina	4	2021	1.460,4
Total	4 Empleados contables, administrativos y otros empleados de oficina	4	2020	1.418,7
Total	4 Empleados contables, administrativos y otros empleados de oficina	4	2019	1.414,4
Total	4 Empleados contables, administrativos y otros empleados de oficina	4	2018	1.360
Total	4 Empleados contables, administrativos y otros empleados de oficina	4	2017	1.331,7
Total	4 Empleados contables, administrativos y otros empleados de oficina	4	2016	1.327,9
Total	4 Empleados contables, administrativos y otros empleados de oficina	4	2015	1.310,2
Total	4 Empleados contables, administrativos y otros empleados de oficina	4	2014	1.312,6
Total	4 Empleados contables, administrativos y otros empleados de oficina	4	2013	1.313,5
Total	4 Empleados contables, administrativos y otros empleados de oficina	4	2012	1.315,7
Total	4 Empleados contables, administrativos y otros empleados de oficina	4	2011	1.313,2
Total	4 Empleados contables, administrativos y otros empleados de oficina	5	2024	1.896,9
Total	4 Empleados contables, administrativos y otros empleados de oficina	5	2023	1.836,5
Total	4 Empleados contables, administrativos y otros empleados de oficina	5	2022	1.707,2
Total	4 Empleados contables, administrativos y otros empleados de oficina	5	2021	1.653,6
Total	4 Empleados contables, administrativos y otros empleados de oficina	5	2020	1.614,7
Total	4 Empleados contables, administrativos y otros empleados de oficina	5	2019	1.596,9
Total	4 Empleados contables, administrativos y otros empleados de oficina	5	2018	1.552,6
Total	4 Empleados contables, administrativos y otros empleados de oficina	5	2017	1.503,2
Total	4 Empleados contables, administrativos y otros empleados de oficina	5	2016	1.504,7
Total	4 Empleados contables, administrativos y otros empleados de oficina	5	2015	1.502,7
Total	4 Empleados contables, administrativos y otros empleados de oficina	5	2014	1.507,9
Total	4 Empleados contables, administrativos y otros empleados de oficina	5	2013	1.506,5
Total	4 Empleados contables, administrativos y otros empleados de oficina	5	2012	1.495,4
Total	4 Empleados contables, administrativos y otros empleados de oficina	5	2011	1.493,4
Total	4 Empleados contables, administrativos y otros empleados de oficina	6	2024	2.132,5
Total	4 Empleados contables, administrativos y otros empleados de oficina	6	2023	2.058,3
Total	4 Empleados contables, administrativos y otros empleados de oficina	6	2022	1.921,9
Total	4 Empleados contables, administrativos y otros empleados de oficina	6	2021	1.873,1
Total	4 Empleados contables, administrativos y otros empleados de oficina	6	2020	1.820,9
Total	4 Empleados contables, administrativos y otros empleados de oficina	6	2019	1.798,7
Total	4 Empleados contables, administrativos y otros empleados de oficina	6	2018	1.755
Total	4 Empleados contables, administrativos y otros empleados de oficina	6	2017	1.709,5
Total	4 Empleados contables, administrativos y otros empleados de oficina	6	2016	1.711
Total	4 Empleados contables, administrativos y otros empleados de oficina	6	2015	1.707,6
Total	4 Empleados contables, administrativos y otros empleados de oficina	6	2014	1.719,5
Total	4 Empleados contables, administrativos y otros empleados de oficina	6	2013	1.707,7
Total	4 Empleados contables, administrativos y otros empleados de oficina	6	2012	1.688,5
Total	4 Empleados contables, administrativos y otros empleados de oficina	6	2011	1.676,1
Total	4 Empleados contables, administrativos y otros empleados de oficina	7	2024	2.449,6
Total	4 Empleados contables, administrativos y otros empleados de oficina	7	2023	2.348,9
Total	4 Empleados contables, administrativos y otros empleados de oficina	7	2022	2.174,1
Total	4 Empleados contables, administrativos y otros empleados de oficina	7	2021	2.141
Total	4 Empleados contables, administrativos y otros empleados de oficina	7	2020	2.099,2
Total	4 Empleados contables, administrativos y otros empleados de oficina	7	2019	2.050,2
Total	4 Empleados contables, administrativos y otros empleados de oficina	7	2018	2.011
Total	4 Empleados contables, administrativos y otros empleados de oficina	7	2017	1.973,4
Total	4 Empleados contables, administrativos y otros empleados de oficina	7	2016	1.967,3
Total	4 Empleados contables, administrativos y otros empleados de oficina	7	2015	1.950,9
Total	4 Empleados contables, administrativos y otros empleados de oficina	7	2014	1.993,1
Total	4 Empleados contables, administrativos y otros empleados de oficina	7	2013	1.979,3
Total	4 Empleados contables, administrativos y otros empleados de oficina	7	2012	1.939,4
Total	4 Empleados contables, administrativos y otros empleados de oficina	7	2011	1.917,7
Total	4 Empleados contables, administrativos y otros empleados de oficina	8	2024	2.909,4
Total	4 Empleados contables, administrativos y otros empleados de oficina	8	2023	2.763,2
Total	4 Empleados contables, administrativos y otros empleados de oficina	8	2022	2.571,9
Total	4 Empleados contables, administrativos y otros empleados de oficina	8	2021	2.542,2
Total	4 Empleados contables, administrativos y otros empleados de oficina	8	2020	2.534,4
Total	4 Empleados contables, administrativos y otros empleados de oficina	8	2019	2.431,3
Total	4 Empleados contables, administrativos y otros empleados de oficina	8	2018	2.401
Total	4 Empleados contables, administrativos y otros empleados de oficina	8	2017	2.337,6
Total	4 Empleados contables, administrativos y otros empleados de oficina	8	2016	2.343,5
Total	4 Empleados contables, administrativos y otros empleados de oficina	8	2015	2.352,3
Total	4 Empleados contables, administrativos y otros empleados de oficina	8	2014	2.376,9
Total	4 Empleados contables, administrativos y otros empleados de oficina	8	2013	2.358,1
Total	4 Empleados contables, administrativos y otros empleados de oficina	8	2012	2.286,7
Total	4 Empleados contables, administrativos y otros empleados de oficina	8	2011	2.298,2
Total	4 Empleados contables, administrativos y otros empleados de oficina	9	2024	3.575,8
Total	4 Empleados contables, administrativos y otros empleados de oficina	9	2023	3.378,8
Total	4 Empleados contables, administrativos y otros empleados de oficina	9	2022	3.151,4
Total	4 Empleados contables, administrativos y otros empleados de oficina	9	2021	3.154,1
Total	4 Empleados contables, administrativos y otros empleados de oficina	9	2020	3.136,9
Total	4 Empleados contables, administrativos y otros empleados de oficina	9	2019	3.020
Total	4 Empleados contables, administrativos y otros empleados de oficina	9	2018	2.999
Total	4 Empleados contables, administrativos y otros empleados de oficina	9	2017	2.946,6
Total	4 Empleados contables, administrativos y otros empleados de oficina	9	2016	2.898,9
Total	4 Empleados contables, administrativos y otros empleados de oficina	9	2015	2.950,6
Total	4 Empleados contables, administrativos y otros empleados de oficina	9	2014	2.908,9
Total	4 Empleados contables, administrativos y otros empleados de oficina	9	2013	2.906,6
Total	4 Empleados contables, administrativos y otros empleados de oficina	9	2012	2.830,7
Total	4 Empleados contables, administrativos y otros empleados de oficina	9	2011	2.794,6
